"name","playerid","new_TBF","TBF","Source","TBF_adj_rate"
"Ronny Lopez","sa3021754",4.921,NA,NA,NA
"Ronny Oliver","sa3016624",4.885,NA,NA,NA
"Ronny Robles","sa3019256",5.051,NA,NA,NA
"Rony Cruz","sa3016611",5.003,NA,NA,NA
"Rony Garcia","20430",4.363,NA,NA,NA
"Roque Gutierrez","sa3015440",4.608,NA,NA,NA
"Rorik Maltrud","sa3023510",4.475,NA,NA,NA
"Ross Carver","sa3017069",149.683,NA,NA,NA
"Ross Detwiler","2859",4.352,NA,NA,NA
"Ross Dunn","sa3023414",4.685,NA,NA,NA
"Ross Stripling","13273",201.391058823529,301.742,"REZ1",0.667427997506245
"Rowan Wick","14646",4.305,NA,NA,NA
"Roy Garcia","sa3002941",4.437,NA,NA,NA
"Royber Salinas","sa3009243",121.1325,NA,NA,NA
"Royman Blanco","sa3008580",4.651,NA,NA,NA
"Ruben Castillo","sa3015455",4.697,NA,NA,NA
"Ruben De La Cruz","sa3018884",5.092,NA,NA,NA
"Ruben Galindo","sa3015100",4.523,NA,NA,NA
"Ruben Ramirez","sa3017474",4.625,NA,NA,NA
"Rubender Pena","sa3024097",4.845,NA,NA,NA
"Rudit Pina","sa3022030",4.949,NA,NA,NA
"Runelvis Toribio","sa3019243",5.168,NA,NA,NA
"Russell Smith","sa3018191",113.7145,NA,NA,NA
"Ruver Flores","sa3021571",5.084,NA,NA,NA
"Ryan Ammons","sa3023523",4.645,NA,NA,NA
"Ryan Anderson","sa1172845",86.69,NA,NA,NA
"Ryan Bergert","sa3017418",136.7176,NA,NA,NA
"Ryan Birchard","sa3023449",4.624,NA,NA,NA
"Ryan Borucki","16350",117.397905882353,154.66,"REZ1",0.759070903157591
"Ryan Bourassa","sa3022947",80.19,NA,NA,NA
"Ryan Boyer","sa3018151",73.6645,NA,NA,NA
"Ryan Brady","sa3020313",144.2005,NA,NA,NA
"Ryan Brasier","5615",218.623941176471,183.333,"REZ1",1.19249639277419
"Ryan Brown","sa3022939",4.367,NA,NA,NA
"Ryan Buchter","9456",4.452,NA,NA,NA
"Ryan Burr","17536",193.815882352941,145.77,"REZ1",1.32960061983221
"Ryan Cardona","sa3017470",4.597,NA,NA,NA
"Ryan Carpenter","12699",124.7005,NA,NA,NA
"Ryan Castellani","16377",4.591,NA,NA,NA
"Ryan Chasse","sa3020266",4.883,NA,NA,NA
"Ryan Conroy","sa3007906",4.399,NA,NA,NA
"Ryan Costeiu","sa3017260",4.517,NA,NA,NA
"Ryan Cusick","sa3017385",113.692,NA,NA,NA
"Ryan Feltner","21446",687.143882352941,607.496,"REZ1",1.1311084885381
"Ryan Fernandez","24862",265.355882352941,212.198,"REZ1",1.25051076048286
"Ryan Garcia","sa3011190",214.741,NA,NA,NA
"Ryan Gusto","sa3011818",227.621,NA,NA,NA
"Ryan Harbin","sa3011733",4.618,NA,NA,NA
"Ryan Hartman","19480",4.392,NA,NA,NA
"Ryan Harvey","sa3021724",4.68,NA,NA,NA
"Ryan Hawks","sa3022999",4.462,NA,NA,NA
"Ryan Helsley","18138",257.300470588235,203.39,"REZ1",1.2650595928425
"Ryan Hendrix","19535",4.394,NA,NA,NA
"Ryan Hennen","sa3018277",81.6795,NA,NA,NA
"Ryan Jennings","sa3020634",122.1945,NA,NA,NA
"Ryan Jensen","sa3011496",128.7315,NA,NA,NA
"Ryan Langford","sa3020880",109.7405,NA,NA,NA
"Ryan Lillie","sa3004740",4.455,NA,NA,NA
"Ryan Lobus","sa3022744",177.64,NA,NA,NA
"Ryan Long","sa3017616",188.2205,NA,NA,NA
"Ryan Loutos","29521",180.758858823529,150.813,"REZ1",1.19856284818636
"Ryan Meisinger","18105",4.419,NA,NA,NA
"Ryan Middendorf","sa3019506",123.189,NA,NA,NA
"Ryan Miller","22187",122.317890909091,177.69,"REZ1",0.688378023012499
"Ryan Murphy","sa3014871",154.698,NA,NA,NA
"Ryan Nutof","sa915630",4.423,NA,NA,NA
"Ryan Och","sa3017146",107.177,NA,NA,NA
"Ryan Olson","sa918258",4.464,NA,NA,NA
"Ryan Pepiot","26221",597.905117647059,470.453,"REZ1",1.27091360379689
"Ryan Pressly","7005",247.383235294118,227.129,"REZ1",1.08917502958283
"Ryan Ramsey","sa3020605",4.513,NA,NA,NA
"Ryan Rolison","sa3008244",103.2255,NA,NA,NA
"Ryan Sherriff","12249",60.8708571428571,202.073,"REZ1",0.301232015869795
"Ryan Shreve","sa3010555",141.688,NA,NA,NA
"Ryan Smith","sa1159711",4.399,NA,NA,NA
"Ryan Sublette","sa3017781",104.284,NA,NA,NA
"Ryan Tepera","10291",39.3554285714286,126.939,"REZ1",0.310034178396147
"Ryan Thompson","16647",263.105,257.295,"REZ1",1.02258108396976
"Ryan Vanderhei","sa3023671",4.627,NA,NA,NA
"Ryan Walker","20423",287.497117647059,276.169,"REZ1",1.04101878794165
"Ryan Watson","sa3015070",4.283,NA,NA,NA
"Ryan Watson","sa3023682",159.7275,NA,NA,NA
"Ryan Weathers","23796",553.340647058824,398.519,"REZ1",1.38849251116966
"Ryan Webb","sa3018280",152.049971428571,NA,NA,NA
"Ryan Weber","10160",30.276,95.191,"REZ1",0.318055278335137
"Ryan Weiss","sa3007778",4.405,NA,NA,NA
"Ryan Yarbrough","16502",194.414882352941,320.681,"REZ1",0.606256318125929
"Ryan Zeferjahn","25420",254.459058823529,223.682,"REZ1",1.13759291683519
"Ryder Ryan","19891",66.4901818181818,25.45,"REZ1",2.61258081800322
"Rylan Kaufman","sa3008588",4.419,NA,NA,NA
"Ryley Widell","sa3005099",4.502,NA,NA,NA
"Ryne Harper","12680",4.407,NA,NA,NA
"Ryne Moore","sa3017725",4.518,NA,NA,NA
"Ryne Nelson","26253",453.154411764706,530.989,"REZ1",0.85341581796366
"Ryne Stanek","15947",248.726470588235,256.002,"REZ1",0.971580185265097
"Sabier Marte","sa3019431",4.764,NA,NA,NA
"Sadiel Baro","sa3019136",4.655,NA,NA,NA
"Sadrac Franco","sa3005073",4.647,NA,NA,NA
"Sal Romano","13690",68.7155,NA,NA,NA
"Sam Aldegheri","26443",173.905164705882,396.849,"REZ1",0.438214950033596
"Sam Armstrong","sa3023046",209.703,NA,NA,NA
"Sam Bachman","29754",188.271235294118,181.459,"REZ1",1.03754145726648
"Sam Benschoter","sa3017639",207.224,NA,NA,NA
"Sam Carlson","sa3005015",126.193,NA,NA,NA
"Sam Clay","16279",4.344,NA,NA,NA
"Sam Coonrod","17264",56.7282857142857,187.609,"REZ1",0.302375076431758
"Sam Delaplane","sa3004222",4.44,NA,NA,NA
"Sam Freeman","6832",4.382,NA,NA,NA
"Sam Gardner","sa3021721",73.67,NA,NA,NA
"Sam Gaviglio","12778",4.331,NA,NA,NA
"Sam Hentges","18548",126.884618181818,221.211,"REZ1",0.573590907241585
"Sam Howard","16265",4.403,NA,NA,NA
"Sam Jacobsak","sa3015359",4.611,NA,NA,NA
"Sam Keating","sa3005025",4.735,NA,NA,NA
"Sam Knowlton","sa3023467",4.801,NA,NA,NA
"Sam Long","25379",231.299941176471,176.105,"REZ1",1.31342063641845
"Sam McWilliams","sa829124",117.1915,NA,NA,NA
"Sam Moll","14874",229.403941176471,193.771,"REZ1",1.18389202293672
"Sam Ryan","sa3010627",4.675,NA,NA,NA
"Sam Selman","13397",4.442,NA,NA,NA
"Sam Thoresen","sa3014920",4.71,NA,NA,NA
"Sam Weatherly","sa3014455",4.64,NA,NA,NA
"Sam Whiting","sa3023078",159.2415,NA,NA,NA
"Samir Chires","sa3016254",4.861,NA,NA,NA
"Sammy Peralta","25589",97.6293111111111,82.611,"REZ1",1.18179553704847
"Sammy Tavarez","sa3015079",4.558,NA,NA,NA
"Samuel Colmenares","sa3021762",4.712,NA,NA,NA
"Samuel Fabian","sa3016711",5.023,NA,NA,NA
"Samuel Mejia","sa3016475",4.666,NA,NA,NA
"Samuel Perez","sa3008176",4.539,NA,NA,NA
"Samuel Perez","sa3024068",4.844,NA,NA,NA
"Samuel Reyes","sa3003036",125.692,NA,NA,NA
"Samuel Sanchez","sa3021008",4.619,NA,NA,NA
"Samuel Strickland","sa3017139",4.452,NA,NA,NA
"Samuel Valerio","sa3009220",4.798,NA,NA,NA
"Samuel Vasquez","sa3005849",4.715,NA,NA,NA
"Samy Natera Jr","sa3020862",4.399,NA,NA,NA
"Sandi Charle","sa3015330",5,NA,NA,NA
"Sandro Bargallo","sa3009639",4.715,NA,NA,NA
"Sandro Santana","sa3021030",4.993,NA,NA,NA
"Sandy Alcantara","18684",692.143764705882,464,"REZ1",1.49168914807302
"Sandy Gaston","sa3011136",4.829,NA,NA,NA
"Sandy Mejia","sa3019141",4.698,NA,NA,NA
"Sandy Ozuna","sa3021041",4.862,NA,NA,NA
"Sann Omosako","sa3022315",4.768,NA,NA,NA
"Santiago Florez","sa3003026",4.625,NA,NA,NA
"Santiago Peraza","sa3021002",4.888,NA,NA,NA
"Santiago Quintero","sa3019072",5.068,NA,NA,NA
"Santiago Ramirez","sa3018875",5.023,NA,NA,NA
"Santiago Rojas","sa3024585",4.904,NA,NA,NA
"Santiago Sojo","sa3018811",5.03,NA,NA,NA
"Santiago Suarez","sa3019386",4.498,NA,NA,NA
"Saul Garcia","sa3017106",4.61,NA,NA,NA
"Saul Gonzalez","sa3008360",4.651,NA,NA,NA
"Saul Sanchez","sa3021786",5.107,NA,NA,NA
"Saul Siri","sa3022047",5.1,NA,NA,NA
"Saul Teran","sa3018296",4.719,NA,NA,NA
"Sauryn Lao","sa917331",221,NA,NA,NA
"Sawyer GipsonLong","26048",181.232588235294,170.998,"REZ1",1.05985209321334
"Scarlyn Lebron","sa3016277",4.789,NA,NA,NA
"Scott Alexander","10591",226.676588235294,206.908,"REZ1",1.09554288976402
"Scott Barlow","14993",250.849176470588,229.278,"REZ1",1.09408306279097
"Scott Blewett","16427",146.665529411765,155.72,"REZ1",0.941854157537662
"Scott Boches","sa3004022",4.295,NA,NA,NA
"Scott Effross","18384",121.925470588235,108.003,"REZ1",1.128908183923
"Scott Engler","sa918353",72.748,NA,NA,NA
"Scott Kazmir","4897",4.287,NA,NA,NA
"Scott Kobos","sa3014856",4.496,NA,NA,NA
"Scott McGough","12056",129.387588235294,158.347,"REZ1",0.817114237941319
"Scott Randall","sa3017752",4.341,NA,NA,NA
"Sean Boyle","sa3007618",163.1375,NA,NA,NA
"Sean Burke","29878",469.610647058824,371.361,"REZ1",1.26456641127858
"Sean Doolittle","1581",4.359,NA,NA,NA
"Sean Guenther","20045",192.730764705882,189.305,"REZ1",1.01809653578026
"Sean Harney","sa3020472",106.6935,NA,NA,NA
"Sean Hermann","sa3019429",4.566,NA,NA,NA
"Sean Hjelle","21481",290.864176470588,255.273,"REZ1",1.13942397539336
"Sean Hunley","sa3017316",177.184,NA,NA,NA
"Sean Kealey","sa3015134",4.382,NA,NA,NA
"Sean Linan","sa3019270",4.611,NA,NA,NA
"Sean Manaea","15873",642.616470588235,626.536,"REZ1",1.02566567697345
"Sean McLaughlin","sa659266",4.349,NA,NA,NA
"Sean Mellen","sa3011865",4.389,NA,NA,NA
"Sean Mooney","sa3014913",4.394,NA,NA,NA
"Sean Mullen","sa3017843",4.646,NA,NA,NA
"Sean Newcomb","16943",87.2261636363636,191.236,"REZ1",0.456117904768786
"Sean Nolin","11341",64.978,216.553,"REZ1",0.300055875466976
"Sean Poppen","19583",4.384,NA,NA,NA
"Sean Rackoski","sa3006964",4.369,NA,NA,NA
"Sean ReidFoley","17034",146.118470588235,201.998,"REZ1",0.723365927327178
"Sean Reynolds","22253",208.267,132.687,"REZ1",1.56961119024471
"Sean Sullivan","sa3018185",220.7185,NA,NA,NA
"Sean Sullivan","sa3023162",227.176,NA,NA,NA
"Sean Wymer","sa3007204",4.407,NA,NA,NA
"Sebastian Estiven","sa3022372",4.901,NA,NA,NA
"Sebastian Javier","sa3016606",5.141,NA,NA,NA
"Sebastian Keane","sa3020953",4.615,NA,NA,NA
"Sem Robberse","sa3011735",140.106,NA,NA,NA
"Serafino Brito","sa3010312",4.558,NA,NA,NA
"Seranthony Dominguez","19249",270.762705882353,307.27,"REZ1",0.8811882249564
"Sergio Caruci","sa3015448",5.076,NA,NA,NA
"Sergio Morillo","sa3005196",4.697,NA,NA,NA
"Sergio Romo","9817",4.409,NA,NA,NA
"Sergio Sanchez","sa3009735",4.764,NA,NA,NA
"Sergio Umana","sa3009623",4.61,NA,NA,NA
"Seth Blair","sa526934",4.425,NA,NA,NA
"Seth Chavez","sa3023005",4.619,NA,NA,NA
"Seth Clark","sa3020630",112.248,NA,NA,NA
"Seth Corry","sa3004648",115.742,NA,NA,NA
"Seth Elledge","19766",95.174,NA,NA,NA
"Seth Frankoff","11346",4.384,NA,NA,NA
"Seth Halvorsen","33294",263.594882352941,214.861,"REZ1",1.22681585933669
"Seth Johnson","26020",147.434988235294,159.418,"REZ1",0.924832755619153
"Seth Keener","sa3022949",4.577,NA,NA,NA
"Seth Keller","sa3020397",4.831,NA,NA,NA
"Seth Lonsway","sa3017857",188.231,NA,NA,NA
"Seth Lugo","12447",746.970529411765,644.749,"REZ1",1.15854468857147
"Seth Martinez","21045",133.168294117647,140.955,"REZ1",0.94475750500264
"Seth Mayberry","sa3010244",4.376,NA,NA,NA
"Seth Nightingale","sa3020877",4.796,NA,NA,NA
"Seth Nordlin","sa3004215",4.397,NA,NA,NA
"Seth Shuman","sa3011187",144.6885,NA,NA,NA
"Seunghwan Oh","18719",4.355,NA,NA,NA
"Shaddon Peavyhouse","sa3020802",4.522,NA,NA,NA
"Shane Baz","22264",551.008117647059,465.374,"REZ1",1.18401139222874
"Shane Bieber","19427",366.024764705882,247.983,"REZ1",1.47600748723051
"Shane Connolly","sa3017320",4.808,NA,NA,NA
"Shane Davis","sa3015007",4.628,NA,NA,NA
"Shane Drohan","sa3014447",206.2035,NA,NA,NA
"Shane Gray","sa3020662",4.579,NA,NA,NA
"Shane Greene","10756",71.53425,188.163,"REZ1",0.380171712823456
"Shane Gustafson","sa3019610",4.721,NA,NA,NA
"Shane Marshall","sa3023405",4.746,NA,NA,NA
"Shane McCarthy","sa915740",4.361,NA,NA,NA
"Shane McClanahan","21483",513.499647058824,157.838,"REZ1",3.25333346253009
"Shane Murphy","sa3020389",192.6855,NA,NA,NA
"Shane Panzini","sa3018257",4.647,NA,NA,NA
"Shane Rademacher","sa3023258",4.537,NA,NA,NA
"Shane Smith","sa3020469",263.556,NA,NA,NA
"Shane Telfer","sa3022736",4.715,NA,NA,NA
"Shaun Anderson","19453",176.22875,156.6,"REZ1",1.1253432311622
"Shawn Armstrong","12857",270.749235294118,295.611,"REZ1",0.915897024448067
"Shawn Dubin","24977",164.031294117647,180.318,"REZ1",0.909677869750369
"Shawn Morimando","13606",4.39,NA,NA,NA
"Shawn Rapp","sa3020743",4.581,NA,NA,NA
"Shawn Semple","sa3004661",4.426,NA,NA,NA
"Shawndrick Oduber","sa3021483",4.998,NA,NA,NA
"Shay Schanaman","sa3022933",4.55,NA,NA,NA
"Shea Barry","sa1170345",4.777,NA,NA,NA
"Shea Spitzbarth","18475",4.548,NA,NA,NA
"Shelby Lackey","sa3006771",4.513,NA,NA,NA
"Shelby Miller","10197",217.032529411765,175.477,"REZ1",1.23681467891384
"Sheldon Reed","sa3017382",75.245,NA,NA,NA
"Shelton Perkins","sa1169965",4.427,NA,NA,NA
"Shinnosuke Ogasawara","sa3058454",317.1772,NA,NA,NA
"Shintaro Fujinami","31839",132.79052,151.877,"REZ1",0.87432935862573
"Shohei Ohtani","19755",476.053428571429,NA,NA,NA
"Shohei Tomioka","sa3014808",108.7185,NA,NA,NA
"Shota Imanaga","33829",661.628823529412,512.902,"REZ1",1.28997122945399
"Shun Yamaguchi","27460",4.312,NA,NA,NA
"Silvano Hechavarria","sa3024856",4.794,NA,NA,NA
"Silvino Bracho","15051",44.938,146.423,"REZ1",0.306905335910342
"Simeon Woods Richardson","24494",529.416235294118,437.262,"REZ1",1.21075290167935
"Simon Leandro","sa3022240",4.716,NA,NA,NA
"Simon Miller","sa3023311",4.608,NA,NA,NA
"Simon Pacheco","sa3016222",5.003,NA,NA,NA
"Sixto Sanchez","19680",117.801345454545,242.478,"REZ1",0.485822818789933
"Skylar Arias","sa918539",4.452,NA,NA,NA
"Skylar Hales","sa3022739",111.6785,NA,NA,NA
"Skylar Szynski","sa917964",4.878,NA,NA,NA
"Slade Cecconi","27500",288.167647058823,358.092,"REZ1",0.804730759298793
"Smil Guzman","sa3019249",4.871,NA,NA,NA
"Snarlyn Evangelista","sa3021013",5.025,NA,NA,NA
"Soenni Martinez","sa3009605",4.735,NA,NA,NA
"Solomon Bates","sa3006951",4.356,NA,NA,NA
"Sonny Gray","12768",674.653882352941,529.974,"REZ1",1.27299430227321
"Spencer Arrighetti","29921",612.835,671.523,"REZ1",0.912604631561391
"Spencer Bengard","sa3023092",4.5,NA,NA,NA
"Spencer Bivens","30226",189.455352941176,157.865,"REZ1",1.20010992266289
"Spencer Giesting","sa3020402",276.221,NA,NA,NA
"Spencer Howard","23252",171.49475,150.786,"REZ1",1.13733867865717
"Spencer Mraz","sa3010574",4.708,NA,NA,NA
"Spencer Patton","12361",46.4987142857143,151.708,"REZ1",0.306501399304679
"Spencer Schwellenbach","31846",656.771117647059,595.731,"REZ1",1.10246255045828
"Spencer Stockton","sa3011500",88.7165,NA,NA,NA
"Spencer Strider","27498",443.380235294118,273.814,"REZ1",1.61927525726996
"Spencer Turnbull","16207",271.404176470588,405.245,"REZ1",0.669728624586579
"Spenser Watkins","17489",208.047666666667,232.316,"REZ1",0.895537400207763
"Stanly Alcantara","sa3022151",5.208,NA,NA,NA
"Starlin Savinon","sa3021735",4.943,NA,NA,NA
"Starlyn Castillo","sa3011608",4.649,NA,NA,NA
"Starlyn Pichardo","sa3016774",4.883,NA,NA,NA
"Stefan Crichton","16058",4.456,NA,NA,NA
"Stefan Raeth","sa3020487",4.593,NA,NA,NA
"Stephen Gonsalves","15492",91.741,NA,NA,NA
"Stephen Jones","sa3009935",100.7005,NA,NA,NA
"Stephen Kolek","21487",199.957,145.039,"REZ1",1.37864298567971
"Stephen Nogosek","19545",110.734333333333,260.776,"REZ1",0.424633913141291
"Stephen Ridings","22358",4.27,NA,NA,NA
"Stephen Strasburg","10131",4.371,NA,NA,NA
"Stephen Woods Jr","sa737853",4.409,NA,NA,NA
"Sterling Patick","sa3024981",4.653,NA,NA,NA
"Sterling Sharp","19671",4.376,NA,NA,NA
"Steve Cishek","6483",4.442,NA,NA,NA
"Steve Hajjar","sa3018177",4.776,NA,NA,NA
"Steven Brault","15291",4.399,NA,NA,NA
"Steven Cruz","23165",183.871764705882,177.92,"REZ1",1.03345191493864
"Steven Echavarria","sa3023560",4.671,NA,NA,NA
"Steven Fuentes","sa828326",4.445,NA,NA,NA
"Steven Fulgencio","sa3019427",4.664,NA,NA,NA
"Steven Jennings","sa3004812",132.186,NA,NA,NA
"Steven Klimek","sa876117",4.427,NA,NA,NA
"Steven Matz","13361",424.238470588235,271.58,"REZ1",1.56211234475379
"Steven Moyers","sa920718",4.404,NA,NA,NA
"Steven Okert","13580",127.714352941176,138.022,"REZ1",0.92531881106763
"Steven Perez","sa3008362",4.636,NA,NA,NA
"Steven Sanchez","sa3016595",4.575,NA,NA,NA
"Steven Wilson","20353",140.080176470588,83.259,"REZ1",1.68246287453114
"Steven Zobac","sa3020875",236.173,NA,NA,NA
"Stevie Branche","sa3014866",81.782,NA,NA,NA
"Stevie Emanuels","sa3014698",64.2155,NA,NA,NA
"Stharlin Torres","sa3024080",4.833,NA,NA,NA
"Stijn Van Der Schaaf","sa3021736",4.936,NA,NA,NA
"Stiven Cruz","sa3015938",4.615,NA,NA,NA
"Stiven Rogers","sa3024560",4.953,NA,NA,NA
"Stiward Aquino","sa3002911",4.826,NA,NA,NA
"Stu Flesland III","sa3023000",4.714,NA,NA,NA
"Sulivan Ribeiro","sa3016747",5.211,NA,NA,NA
"Sunayro Martina","sa3022106",4.949,NA,NA,NA
"TJ Brock","sa3020079",78.1585,NA,NA,NA
"TJ Czyz","sa3020398",4.782,NA,NA,NA
"TJ Fondtain","sa3023271",4.502,NA,NA,NA
"TJ McFarland","3237",229.821,132.405,"REZ1",1.73574260790756
"TJ Nichols","sa3023039",4.584,NA,NA,NA
"TJ Shook","sa3014915",177.6755,NA,NA,NA
"TJ Sikkema","sa3011191",149.2235,NA,NA,NA
"TJ Zeuch","19269",130.24,NA,NA,NA
"Tahnaj Thomas","sa3003066",4.484,NA,NA,NA
"Tai Tiedemann","sa918110",4.484,NA,NA,NA
"Taijuan Walker","11836",310.169,310.805,"REZ1",0.997953700873538
"Taj Bradley","22543",652.005411764706,630.734,"REZ1",1.03372485352733
"Tanner Andrews","sa3007850",116.672,NA,NA,NA
"Tanner Banks","16990",284.280529411765,276.489,"REZ1",1.02818025097478
"Tanner Bibee","30134",679.304941176471,614.658,"REZ1",1.10517546534247
"Tanner Burns","sa3014451",154.2105,NA,NA,NA
"Tanner Cooper","sa1170930",4.55,NA,NA,NA
"Tanner Dodson","sa3007008",86.9928,NA,NA,NA
"Tanner Gordon","27669",215.798058823529,289.541,"REZ1",0.745310884550131
"Tanner Hall","sa3023481",4.547,NA,NA,NA
"Tanner Houck","19879",705.159294117647,576.63,"REZ1",1.22289734165348
"Tanner Jacobson","sa3020454",4.61,NA,NA,NA
"Tanner Kiest","sa738380",108.698,NA,NA,NA
"Tanner Kohlhepp","sa3022238",4.562,NA,NA,NA
"Tanner McDougal","sa3017471",4.623,NA,NA,NA
"Tanner Myatt","sa3007719",84.724,NA,NA,NA
"Tanner Propst","sa3015075",4.704,NA,NA,NA
"Tanner Rainey","17610",192.554941176471,213.13,"REZ1",0.9034623993641
"Tanner Scott","17586",274.859941176471,230.275,"REZ1",1.19361607285407
"Tanner Shears","sa3020823",4.647,NA,NA,NA
"Tanner Tully","19518",204.144,NA,NA,NA
"Tarik Skubal","22267",726.229882352941,589.022,"REZ1",1.23294186355169
"Tate Kuehner","sa3023099",207.722,NA,NA,NA
"Tayler Saucedo","17888",232.708882352941,151.277,"REZ1",1.5382965179964
"Tayler Scott","13652",274.058470588235,261.2,"REZ1",1.04922844788758
"Taylor Broadway","sa3017205",4.369,NA,NA,NA
"Taylor Clarke","17611",89.7361294117647,183.716,"REZ1",0.488450267868692
"Taylor Cole","11964",4.421,NA,NA,NA
"Taylor Dollard","sa3014982",4.277,NA,NA,NA
"Taylor Floyd","sa3011367",127.707,NA,NA,NA
"Taylor Hearn","18325",54.354,179.569,"REZ1",0.302691444514365
"Taylor Lehman","sa3007834",78.7165,NA,NA,NA
"Taylor Rashi","sa3011597",102.197,NA,NA,NA
"Taylor Rogers","13449",259.879352941176,237.059,"REZ1",1.09626444446816
"Taylor Widener","19266",129.669,NA,NA,NA
"Taylor Williams","14899",4.421,NA,NA,NA
"Tayron Guerrero","11691",69.1985,NA,NA,NA
"Ted Stuka","sa3011238",4.757,NA,NA,NA
"Teddy Stankiewicz","sa657954",4.509,NA,NA,NA
"Tejay Antone","16233",67.7362823529412,144.455,"REZ1",0.468909226769175
"Tekoah Roby","sa3014519",68.7285285714286,NA,NA,NA
"Teofilo Mendez","sa3008795",4.602,NA,NA,NA
"Thaddeus Ward","21513",127.389658823529,157.513,"REZ1",0.808756476122793
"Theo Denlinger","sa3016908",92.698,NA,NA,NA
"Theo McDowell","sa3007809",4.468,NA,NA,NA
"Thomas Balboni Jr","sa3020861",4.608,NA,NA,NA
"Thomas Bruss","sa3023480",4.717,NA,NA,NA
"Thomas Burrows","sa874215",4.327,NA,NA,NA
"Thomas Eshelman","18361",4.371,NA,NA,NA
"Thomas Farr","sa3017720",231.283,NA,NA,NA
"Thomas Girard","sa3015011",4.679,NA,NA,NA
"Thomas Harrington","sa3020752",113.27145,NA,NA,NA
"Thomas Hatch","19264",41.2548571428571,133.612,"REZ1",0.308766107406948
"Thomas Ireland","sa3021469",4.612,NA,NA,NA
"Thomas Jankins","sa873276",4.338,NA,NA,NA
"Thomas Pannone","17281",249.959333333333,174.331,"REZ1",1.43382033793951
"Thomas Ponticelli","sa3007730",116.274,NA,NA,NA
"Thomas Ruwe","sa3014874",4.44,NA,NA,NA
"Thomas Schultz","sa3022936",4.587,NA,NA,NA
"Thomas Szapucki","21065",4.202,NA,NA,NA
"Thomas White","sa3023268",4.498,NA,NA,NA
"Thyago Vieira","14510",88.2033333333333,115.925,"REZ1",0.760865502120624
"Tim Adleman","10968",4.319,NA,NA,NA
"Tim Brennan","sa3008630",113.2335,NA,NA,NA
"Tim Cate","sa3007926",143.1905,NA,NA,NA
"Tim Elliott","sa1169632",4.568,NA,NA,NA
"Tim Herrin","25139",254.478411764706,205.435,"REZ1",1.23872958242123
"Tim Hill","16814",265.229588235294,246.291,"REZ1",1.07689516967853
"Tim Holdgrafer","sa3019458",4.373,NA,NA,NA
"Tim Mayza","15042",220.900823529412,180.772,"REZ1",1.2219858359116
"Tim Naughton","sa3004713",109.6855,NA,NA,NA
"Timmy Manning","sa3023173",4.724,NA,NA,NA
"Tink Hence","sa3014709",124.669242857143,NA,NA,NA
"Tobias Myers","22191",569.041529411765,469.456,"REZ1",1.21212963389916
"Todd Peterson","sa3011334",103.732,NA,NA,NA
"Tom Cosgrove","23443",192.730647058824,238.215,"REZ1",0.809061759581989
"Tom Reisinger","sa3022958",4.736,NA,NA,NA
"Tomas Cleto","sa3016009",4.697,NA,NA,NA
"Tomas Reyes","sa3008445",4.739,NA,NA,NA
"Tommy Doyle","21281",99.7654941176471,103.176,"REZ1",0.966944775118701
"Tommy Eveld","sa918150",4.301,NA,NA,NA
"Tommy Henry","26285",179.903764705882,219.414,"REZ1",0.819928376064802
"Tommy Hunter","1157",30.2422857142857,95.063,"REZ1",0.31812887994578
"Tommy Kahnle","11384",214.953647058824,145.918,"REZ1",1.47311261844888
"Tommy Kane","sa3022525",4.61,NA,NA,NA
"Tommy Mace","sa3018140",270.744,NA,NA,NA
"Tommy McCollum","sa3017204",97.234,NA,NA,NA
"Tommy Milone","7608",42.5895714285714,138.051,"REZ1",0.308506069703019
"Tommy Nance","19178",211.777941176471,208.379,"REZ1",1.01631134220085
"Tommy Parsons","sa3007624",4.446,NA,NA,NA
"Tommy Romero","23465",169.2345,NA,NA,NA
"Tommy Sommer","sa3016906",4.462,NA,NA,NA
"Tommy Vail","sa3023413",4.537,NA,NA,NA
"Tommy Ventimiglia","sa3019366",5.219,NA,NA,NA
"Tomoyuki Sugano","sa3025685",523.403166666667,NA,NA,NA
"Tomy Sanchez","sa3016292",5.11,NA,NA,NA
"Tony Dibrell","sa3004657",4.451,NA,NA,NA
"Tony Gonsolin","19388",381.793352941176,319.621,"REZ1",1.19451898636565
"Tony Locey","sa3011123",4.476,NA,NA,NA
"Tony Santillan","19926",231.689352941176,105.055,"REZ1",2.20541005131766
"Tony Watson","3132",4.292,NA,NA,NA
"Touki Toussaint","16929",158.911083333333,94.964,"REZ1",1.6733823694593
"Trace Bright","sa3020558",223.745,NA,NA,NA
"Travis Adams","sa3017991",154.591116666667,NA,NA,NA
"Travis Bergen","18581",4.46,NA,NA,NA
"Travis Kuhn","sa3009928",113.173,NA,NA,NA
"Travis Lakins Sr","18600",58.196,NA,NA,NA
"Travis MacGregor","sa917950",168.6915,NA,NA,NA
"Travis Perry","sa3007488",4.38,NA,NA,NA
"Travis Sthele","sa3022941",4.636,NA,NA,NA
"Travis Sykora","sa3023557",4.468,NA,NA,NA
"Trayson Kubo","sa3010314",4.474,NA,NA,NA
"Trennor O'Donnell","sa3023531",4.628,NA,NA,NA
"Trent Baker","sa3017504",187.2345,NA,NA,NA
"Trent Fennell","sa3007811",4.471,NA,NA,NA
