"name","playerid","new_TBF","TBF","Source","TBF_adj_rate"
"Fabian Soto","sa3023829",4.929,NA,NA,NA
"Fabian Ysalla","sa3021020",4.948,NA,NA,NA
"Fabricio Reina","sa3003143",4.787,NA,NA,NA
"Federik Jimenez","sa3019645",5.181,NA,NA,NA
"Felipe Bello","sa3020084",4.744,NA,NA,NA
"Felipe De La Cruz","sa3016065",4.479,NA,NA,NA
"Felipe De Los Santos","sa3019262",5.03,NA,NA,NA
"Felipito Santos","sa3010805",5.102,NA,NA,NA
"Felix Arronde","sa3016526",4.563,NA,NA,NA
"Felix Bautista","20666",229.161,202.225,"REZ1",1.1331981703548
"Felix Cabrera","sa3016496",4.815,NA,NA,NA
"Felix Castro","sa3018361",4.748,NA,NA,NA
"Felix Cepeda","sa3005445",101.2575,NA,NA,NA
"Felix Minjarez","sa3007272",4.384,NA,NA,NA
"Felix Paulino","sa828972",4.327,NA,NA,NA
"Felix Pena","13403",4.325,NA,NA,NA
"Felix Polanco","sa3008709",5.025,NA,NA,NA
"Felix Ramires","sa3005828",4.706,NA,NA,NA
"Fermin Magallanes","sa3021544",5.079,NA,NA,NA
"Fernando Abad","4994",43.8994285714286,142.698,"REZ1",0.307638709522408
"Fernando Cruz","7048",267.231411764706,276.208,"REZ1",0.967500621867237
"Fernando Guanare","sa3015496",4.688,NA,NA,NA
"Fernando Lozano","sa3008585",4.685,NA,NA,NA
"Fernando Olguin","sa3008571",4.688,NA,NA,NA
"Fernando Ortega","sa3009459",5.023,NA,NA,NA
"Fernando Perez","sa3018826",4.523,NA,NA,NA
"Fernando Sanchez","sa3010134",4.414,NA,NA,NA
"Fineas Del BontaSmith","sa3010821",95.2065,NA,NA,NA
"Fitz Stadler","sa876081",4.442,NA,NA,NA
"Florencio Serrano","sa3010124",106.782,NA,NA,NA
"Forrest Whitley","19586",220.896941176471,207.196,"REZ1",1.06612551003142
"Foster Griffin","16432",4.301,NA,NA,NA
"Fraimin Marte","sa3015462",5.018,NA,NA,NA
"Frainer Mejias","sa3021535",4.982,NA,NA,NA
"Frainger Aranguren","sa3003132",4.471,NA,NA,NA
"Framber Valdez","17295",705.833235294118,491.283,"REZ1",1.43671414499203
"Fran Castro","sa3010675",4.769,NA,NA,NA
"Francis Hernandez","sa3016223",4.769,NA,NA,NA
"Francis Marte","sa3022118",4.894,NA,NA,NA
"Francis Peguero","sa3005209",4.356,NA,NA,NA
"Francis Pena","sa3019374",146.028133333333,NA,NA,NA
"Francis Reynoso","sa3015619",4.757,NA,NA,NA
"Francis Rivera","sa3009217",4.755,NA,NA,NA
"Francis Texido","sa3021028",4.782,NA,NA,NA
"Francisco Frias","sa3022278",5.048,NA,NA,NA
"Francisco Lucumi","sa3015460",4.998,NA,NA,NA
"Francisco Mercado","sa3019652",4.896,NA,NA,NA
"Francisco Morales","22913",103.242,NA,NA,NA
"Francisco Morao","sa3022130",4.889,NA,NA,NA
"Francisco Pazos","sa3022380",5.018,NA,NA,NA
"Francisco Perez","21018",111.62575,151.377,"REZ1",0.737402313429385
"Franck De La Rosa","sa3015964",4.724,NA,NA,NA
"Franco Aleman","sa3018178",147.649833333333,NA,NA,NA
"Francys Peguero","sa748442",4.407,NA,NA,NA
"Frander Veras","sa3008723",4.739,NA,NA,NA
"Franderly Morel","sa3020980",5.025,NA,NA,NA
"Frandy Rodriguez","sa3022144",5.01,NA,NA,NA
"Frank Duncan","sa738963",4.373,NA,NA,NA
"Frank German","24750",4.307,NA,NA,NA
"Frank Martinez","sa3022132",5.058,NA,NA,NA
"Frank Moreno","sa3019294",4.84,NA,NA,NA
"Frank Mozzicato","sa3018242",4.682,NA,NA,NA
"Frank Rubio","sa3005162",4.384,NA,NA,NA
"Frankeli Arias","sa3018352",4.663,NA,NA,NA
"Frankie Montas","14309",475.348882352941,628.947,"REZ1",0.75578527658601
"Frankie Scalzo Jr","sa3017724",121.7035,NA,NA,NA
"Franklin Dacosta","sa3002925",4.409,NA,NA,NA
"Franklin De La Paz","sa3002811",4.693,NA,NA,NA
"Franklin Gil","sa3019626",4.761,NA,NA,NA
"Franklin Gomez","sa3019153",4.622,NA,NA,NA
"Franklin Marquez","sa3015305",4.847,NA,NA,NA
"Franklin Perez","sa873722",4.843,NA,NA,NA
"Franklin Sanchez","sa3015157",4.746,NA,NA,NA
"Franklyn Kilome","17861",4.346,NA,NA,NA
"Franklyn Moreta","sa3018888",5.013,NA,NA,NA
"Franly Urena","sa3022050",4.749,NA,NA,NA
"Franny Cobos","sa3006494",4.45,NA,NA,NA
"Franyel Diaz","sa3020976",4.844,NA,NA,NA
"Franyelson Rodriguez","sa3015456",4.649,NA,NA,NA
"Franyer Herrera","sa3019520",4.817,NA,NA,NA
"Franyerson Reyes","sa3024586",4.843,NA,NA,NA
"Fraser Ellard","29530",248.189294117647,121.132,"REZ1",2.04891600995317
"Fraylin Suriel","sa3018357",5.171,NA,NA,NA
"Fraynel Nova","sa3019696",4.904,NA,NA,NA
"Fred Schlichtholz","sa3004455",4.299,NA,NA,NA
"Fred Villarreal","sa3011477",4.38,NA,NA,NA
"Freddery Paulino","sa3005881",4.842,NA,NA,NA
"Freddy Pacheco","sa3006164",4.39,NA,NA,NA
"Freddy Peralta","18679",686.045823529412,627.753,"REZ1",1.09285949016478
"Freddy Tarnok","23324",139.855333333333,138.247,"REZ1",1.01163376661579
"Frederic Frias","sa3021480",5.128,NA,NA,NA
"Frederic Garcia","sa3006575",4.973,NA,NA,NA
"Freilyn Guzman","sa3021760",4.935,NA,NA,NA
"Freilyn Silverio","sa3019271",4.949,NA,NA,NA
"Frelianderson Seijas","sa3018325",5.092,NA,NA,NA
"Frenny Grant","sa3021572",5.021,NA,NA,NA
"Freylin Garcia","sa941791",4.409,NA,NA,NA
"Gabe Bierman","sa3016939",4.543,NA,NA,NA
"Gabe Emmett","sa3017938",4.769,NA,NA,NA
"Gabe Klobosits","19881",4.437,NA,NA,NA
"Gabe Morales","sa3002781",4.478,NA,NA,NA
"Gabe Mosser","sa3006834",229.696,NA,NA,NA
"Gabe Speier","17170",231.780470588235,253.038,"REZ1",0.915990762605756
"Gabe Starks","sa3023443",4.831,NA,NA,NA
"Gabriel Agostini","sa3015488",4.693,NA,NA,NA
"Gabriel Agrazal","sa3017143",4.975,NA,NA,NA
"Gabriel Aguilera","sa3009494",4.708,NA,NA,NA
"Gabriel Barbosa","sa3009593",4.478,NA,NA,NA
"Gabriel Colmenarez","sa3022020",4.891,NA,NA,NA
"Gabriel Cotto","sa3007934",4.624,NA,NA,NA
"Gabriel Hernandez","sa3015147",4.769,NA,NA,NA
"Gabriel Hughes","sa3020661",53.59475,NA,NA,NA
"Gabriel Jackson","sa3009463",4.495,NA,NA,NA
"Gabriel Jaramillo","sa3008559",4.638,NA,NA,NA
"Gabriel Ponce","sa3009985",4.439,NA,NA,NA
"Gabriel Reyes","sa3016833",4.535,NA,NA,NA
"Gabriel Rodriguez","sa3007219",4.978,NA,NA,NA
"Gabriel Rodriguez","sa3016784",4.82,NA,NA,NA
"Gabriel Sequeira","sa3014858",4.44,NA,NA,NA
"Gabriel Sosa","sa3011682",4.419,NA,NA,NA
"Gabriel Torres","sa3015447",4.795,NA,NA,NA
"Gabriel Torres","sa3019383",4.88,NA,NA,NA
"Gabriel Yanez","sa3005332",4.523,NA,NA,NA
"Gage Stanifer","sa3021731",4.744,NA,NA,NA
"Garrett Acton","27583",54.3154285714286,179.244,"REZ1",0.303025086314904
"Garrett Apker","sa3020821",4.685,NA,NA,NA
"Garrett Baumann","sa3023310",4.498,NA,NA,NA
"Garrett Brown","sa3023169",4.81,NA,NA,NA
"Garrett Burhenn","sa3018173",226.6895,NA,NA,NA
"Garrett Cleavinger","17897",254.036352941176,190.47,"REZ1",1.33373419930265
"Garrett Crochet","27463",603.078941176471,518.366,"REZ1",1.16342302769948
"Garrett Davila","sa875052",175.157,NA,NA,NA
"Garrett Farmer","sa3010811",4.6,NA,NA,NA
"Garrett Hawkins","sa3017383",4.474,NA,NA,NA
"Garrett Hill","25097",164.06125,175.95,"REZ1",0.93243108837738
"Garrett Irvin","sa3020176",4.452,NA,NA,NA
"Garrett Leonard","sa3010141",4.486,NA,NA,NA
"Garrett McDaniels","sa3020619",220.9488,NA,NA,NA
"Garrett McMillan","sa3023006",4.539,NA,NA,NA
"Garrett Ramsey","sa3020973",4.746,NA,NA,NA
"Garrett Richards","9784",4.311,NA,NA,NA
"Garrett Schilling","sa3004770",4.482,NA,NA,NA
"Garrett Schoenle","sa3016937",159.6995,NA,NA,NA
"Garrett Stallings","sa3014457",196.172,NA,NA,NA
"Garrett Whitlock","20191",274.890176470588,290.879,"REZ1",0.945032733441012
"Garrett Williams","sa738512",4.432,NA,NA,NA
"Garrison Bryant","sa918939",4.43,NA,NA,NA
"Garvin Alston","sa3010238",117.725,NA,NA,NA
"Gary Gill Hill","sa3020972",4.562,NA,NA,NA
"Gavin Collyer","sa3011742",4.448,NA,NA,NA
"Gavin Hollowell","25427",89.2541333333333,240.152,"REZ1",0.371656839557169
"Gavin Stone","27792",303.42375,502.39,"REZ1",0.603960568482653
"Gavin Williams","30122",547.258176470588,545.739,"REZ1",1.0027837051605
"Geison Urbaez","sa3015135",4.424,NA,NA,NA
"Gemil Santa","sa3018344",5.056,NA,NA,NA
"Genderson Almonte","sa3019519",5.081,NA,NA,NA
"Genderson Zapata","sa3017613",5.053,NA,NA,NA
"Genesis Cabrera","17490",173.506588235294,171.206,"REZ1",1.01343754445109
"Geoff Hartlieb","19558",85.3809454545455,125.266,"REZ1",0.681597124954461
"Geoffrey Gilbert","sa3020807",4.64,NA,NA,NA
"George Kirby","25436",729.328470588235,755.646,"REZ1",0.965172144877675
"George Klassen","sa3023440",214.693,NA,NA,NA
"George Soriano","21863",196.864529411765,119.851,"REZ1",1.64257727855224
"Gerald Ogando","sa3005026",4.442,NA,NA,NA
"Geralmi Santana","sa3016462",4.938,NA,NA,NA
"Gerardo Abrego","sa3016741",4.944,NA,NA,NA
"Gerardo Carrillo","sa3002790",4.401,NA,NA,NA
"Gerardo Gutierrez","sa3005379",104.237,NA,NA,NA
"Gerardo Reyes","16306",97.476,103.861,"REZ1",0.938523603662587
"Gerelmi Maldonado","sa3016018",4.626,NA,NA,NA
"Gerlin Rosario","sa3019251",4.558,NA,NA,NA
"German Fajardo","sa3023035",4.728,NA,NA,NA
"German Marquez","15038",555.221058823529,303.988,"REZ1",1.82645715891262
"German Nunez","sa3019287",4.709,NA,NA,NA
"Geronimo Franzua","sa597245",115.6785,NA,NA,NA
"Gerrit Cole","13125",707.552470588235,654.838,"REZ1",1.08050001769634
"Gerson Balbino","sa3019067",4.911,NA,NA,NA
"Gerson Calzadilla","sa3016621",4.739,NA,NA,NA
"Gerson Garabito","19835",149.823058823529,209.444,"REZ1",0.715337077326299
"Gerson Moreno","sa736656",105.713,NA,NA,NA
"Geury Rodriguez","sa3019581",4.886,NA,NA,NA
"Gianluca Dalatri","sa3015119",4.429,NA,NA,NA
"Gil Luna","sa3017301",91.317,NA,NA,NA
"Gilberto Alcala","sa3019045",4.937,NA,NA,NA
"Gilberto Batista","sa3020987",4.591,NA,NA,NA
"Gilberto Chu","sa873302",4.619,NA,NA,NA
"Gio Arriera","sa3004465",4.688,NA,NA,NA
"Giomar Diaz","sa3018797",4.647,NA,NA,NA
"Giovanny Gallegos","14986",145.320117647059,132.858,"REZ1",1.0938002803524
"Giussepe Velasquez","sa3016463",4.668,NA,NA,NA
"Gleiner Diaz","sa3015501",4.604,NA,NA,NA
"Glenn Albanese Jr","sa3017302",4.396,NA,NA,NA
"Glenn Otto","21366",161.361833333333,87.366,"REZ1",1.84696373112347
"Gordon Graceffo","29519",226.046,198.194,"REZ1",1.14052897665923
"Grabiel Salazar","sa3015667",4.68,NA,NA,NA
"Graeme Stinson","sa3011900",4.453,NA,NA,NA
"Graham Ashcraft","27552",291.349117647059,436.413,"REZ1",0.667599539076652
"Graham Firoved","sa3020557",4.78,NA,NA,NA
"Graham Hoffman","sa3018238",4.643,NA,NA,NA
"Graham Lawson","sa3014780",4.431,NA,NA,NA
"Graham Osman","sa3023063",4.72,NA,NA,NA
"Graham Spraker","sa3004024",4.376,NA,NA,NA
"Grant Anderson","20546",141.907882352941,179.74,"REZ1",0.789517538405147
"Grant Black","sa3014846",4.441,NA,NA,NA
"Grant Dayton","11203",4.386,NA,NA,NA
"Grant Ford","sa3010625",124.2725,NA,NA,NA
"Grant Gambrell","sa3011129",193.2115,NA,NA,NA
"Grant Gavin","sa918674",98.2225,NA,NA,NA
"Grant Hartwig","29946",104.305763636364,158.372,"REZ1",0.658612403937335
"Grant Holman","30002",234.219235294118,150.967,"REZ1",1.55145982429351
"Grant Holmes","16944",445.107411764706,354.496,"REZ1",1.2556063023693
"Grant Judkins","sa3015004",4.543,NA,NA,NA
"Grant Kipp","sa3020185",4.524,NA,NA,NA
"Grant Rogers","sa3023522",4.452,NA,NA,NA
"Grant Wolfram","sa3008313",103.9863,NA,NA,NA
"Gray Fenter","sa875233",4.44,NA,NA,NA
"Grayson Moore","sa3023275",4.673,NA,NA,NA
"Grayson Rodriguez","24492",607.298352941177,487.576,"REZ1",1.24554603372844
"Grayson Thurman","sa3020756",4.378,NA,NA,NA
"Greg Holland","7196",4.325,NA,NA,NA
"Greg Weissert","20375",249.660764705882,203.723,"REZ1",1.22549130292545
"Gregori Louis","sa3019699",4.69,NA,NA,NA
"Gregori Montano","sa3011464",4.829,NA,NA,NA
"Gregori Vasquez","sa873328",4.403,NA,NA,NA
"Gregoris Chalas","sa3008044",4.792,NA,NA,NA
"Gregory Sanchez","sa3024267",4.869,NA,NA,NA
"Gregory Santos","21894",235.068058823529,155.271,"REZ1",1.5139212011485
"Gregory Soto","19677",251.525058823529,245.098,"REZ1",1.02622240419558
"Greiber Mendez","sa3018041",4.764,NA,NA,NA
"Greudis De Los Santos","sa3022012",4.936,NA,NA,NA
"Griff McGarry","sa3017130",128.5352,NA,NA,NA
"Griffin Canning","19867",410.830176470588,306.373,"REZ1",1.34094772212495
"Griffin Jax","20253",279.515,239.819,"REZ1",1.16552483331179
"Griffin McLarty","sa1115734",4.435,NA,NA,NA
"Griffin Roberts","sa3008483",4.446,NA,NA,NA
"Guillermo Arvizu","sa3019117",4.998,NA,NA,NA
"Guillo Zuniga","19588",96.4407411764706,102.556,"REZ1",0.940371515820338
"Gunnar Groen","sa3019533",4.43,NA,NA,NA
"Gunnar Hoglund","sa3019785",300.775428571429,NA,NA,NA
"Gunner Mayer","sa3011199",4.482,NA,NA,NA
"Gus Varland","24737",261.718352941176,184.13,"REZ1",1.421378118401
"Gustavo Del Pozo","sa3009745",4.838,NA,NA,NA
"Gustavo Rivas","sa3016503",5.008,NA,NA,NA
"Gustavo Rodriguez","sa3008438",4.61,NA,NA,NA
"Haden Erbe","sa3020462",81.22,NA,NA,NA
"Hader Blanco","sa3019266",5.152,NA,NA,NA
"Hagen Danner","22116",126.8386,NA,NA,NA
"Haminton Mendez","sa3017150",4.702,NA,NA,NA
"Hamlet Garcia","sa3021022",4.854,NA,NA,NA
"Hancel Rincon","sa3009629",4.507,NA,NA,NA
"Hanfermin Vargas","sa3024227",4.902,NA,NA,NA
"Hans Crouse","22192",228.165176470588,172.776,"REZ1",1.32058374120589
"Hansel Rincon","sa3015450",4.398,NA,NA,NA
"Hansel Robles","11801",4.399,NA,NA,NA
"Hansel Rosario","sa3019247",5.036,NA,NA,NA
"Hansen Butler","sa3011363",4.462,NA,NA,NA
"Harif Frias","sa3010251",4.753,NA,NA,NA
"Harol Arias","sa3015347",4.81,NA,NA,NA
"Harol Gonzalez","sa828505",4.372,NA,NA,NA
"Harold Chirino","sa917637",101.2115,NA,NA,NA
"Harold Cortijo","sa3004588",4.625,NA,NA,NA
"Harold Melenge","sa3009747",4.527,NA,NA,NA
"Harrison Beethe","sa3017721",4.773,NA,NA,NA
"Harrison Cohen","sa3020811",4.405,NA,NA,NA
"Harrison Durow","sa3023484",4.621,NA,NA,NA
"Harry Gustin","sa3023229",4.555,NA,NA,NA
"Harry Rutkowski","sa3017067",4.739,NA,NA,NA
"Hayden Birdsong","31635",456.544823529412,419.794,"REZ1",1.0875448994731
